timestamp,block,date,asset,net_pnl,staker_pnl,fees_paid
1676264012,74000000,2023-02-13 04:53:32,AAVE,-521.93544352162,521.93544352162,73.51230134496778
1676280675,74050000,2023-02-13 09:31:15,AAVE,-606.3383966333096,606.3383966333096,73.51230134496778
1676296508,74100000,2023-02-13 13:55:08,AAVE,3091.3547546428535,-3091.3547546428535,684.7018158113341
1676313276,74150000,2023-02-13 18:34:36,AAVE,2842.5730353275144,-2842.5730353275144,849.6569225220857
1676343300,74200000,2023-02-14 02:55:00,AAVE,2717.162876559258,-2717.162876559258,878.1710090240259
1676366817,74250000,2023-02-14 09:26:57,AAVE,2629.127526336836,-2629.127526336836,880.7611837793935
1676383707,74300000,2023-02-14 14:08:27,AAVE,2635.298343361126,-2635.298343361126,896.5612586638374
1676395984,74350000,2023-02-14 17:33:04,AAVE,2306.5724092359305,-2306.5724092359305,951.384008126402
1676430282,74400000,2023-02-15 03:04:42,AAVE,327.4896400921566,-327.4896400921566,1267.0459990788972
1676455110,74450000,2023-02-15 09:58:30,AAVE,266.45931579636954,-266.45931579636954,1267.0459990788972
1676472545,74500000,2023-02-15 14:49:05,AAVE,-49.65206497833583,49.65206497833583,1353.851530068452
1676491567,74550000,2023-02-15 20:06:07,AAVE,276.8120344782444,-276.8120344782444,1367.9526516366961
1676507807,74600000,2023-02-16 00:36:47,AAVE,655.5501812854559,-655.5501812854559,1371.4531467068286
1676528326,74650000,2023-02-16 06:18:46,AAVE,836.111655536293,-836.111655536293,1377.0454768905486
1676545955,74700000,2023-02-16 11:12:35,AAVE,633.9538044982812,-633.9538044982812,1384.381879082274
1676561969,74750000,2023-02-16 15:39:29,AAVE,169.85817853261688,-169.85817853261688,1433.4871343146933
1676576698,74800000,2023-02-16 19:44:58,AAVE,-67.51415706005696,67.51415706005696,1469.3712743049034
1676591153,74850000,2023-02-16 23:45:53,AAVE,904.9523873460407,-904.9523873460407,1613.5349033748585
1676610827,74900000,2023-02-17 05:13:47,AAVE,1085.2280227090907,-1085.2280227090907,1754.0863644745912
1676632740,74950000,2023-02-17 11:19:00,AAVE,1100.635979201413,-1100.635979201413,1781.9729931001164
1676650822,75000000,2023-02-17 16:20:22,AAVE,1105.1102383901782,-1105.1102383901782,1794.49020634858
1676672370,75050000,2023-02-17 22:19:30,AAVE,872.3721160812518,-872.3721160812518,1823.7566559709915
1676698560,75100000,2023-02-18 05:36:00,AAVE,1380.0010445518099,-1380.0010445518099,1823.7566559709915
1676722458,75150000,2023-02-18 12:14:18,AAVE,1357.5861771824082,-1357.5861771824082,1823.7566559709915
1676749110,75200000,2023-02-18 19:38:30,AAVE,1618.0626763773741,-1618.0626763773741,1841.0319276451203
1676777079,75250000,2023-02-19 03:24:39,AAVE,1532.4741145725402,-1532.4741145725402,1876.9400054282323
1676797201,75300000,2023-02-19 09:00:01,AAVE,1436.4055568216029,-1436.4055568216029,1884.3439103945964
1676813342,75350000,2023-02-19 13:29:02,AAVE,2511.1826581675723,-2511.1826581675723,1914.6951096191567
1676826993,75400000,2023-02-19 17:16:33,AAVE,1506.6317837024528,-1506.6317837024528,1994.0648517129937
1676851765,75450000,2023-02-20 00:09:25,AAVE,1061.632521881048,-1061.632521881048,2027.9141819830502
1676873404,75500000,2023-02-20 06:10:04,AAVE,474.33325048274764,-474.33325048274764,2078.5139568092554
1676889997,75550000,2023-02-20 10:46:37,AAVE,465.6302732882109,-465.6302732882109,2115.6351274746444
1676911220,75600000,2023-02-20 16:40:20,AAVE,830.9306240149353,-830.9306240149353,2276.469273474987
1676942178,75650000,2023-02-21 01:16:18,AAVE,-211.11585239768192,211.11585239768192,2333.077718053767
1676968183,75700000,2023-02-21 08:29:43,AAVE,-515.8389759143738,515.8389759143738,2343.101873651207
1676986312,75750000,2023-02-21 13:31:52,AAVE,1717.592529135311,-1717.592529135311,2420.5696432225845
1677008943,75800000,2023-02-21 19:49:03,AAVE,1504.7237090414183,-1504.7237090414183,2459.107133473468
1677030775,75850000,2023-02-22 01:52:55,AAVE,1616.7898147191208,-1616.7898147191208,2459.107133473468
1677046407,75900000,2023-02-22 06:13:27,AAVE,1558.2229026340679,-1558.2229026340679,2468.9048379184937
1677060420,75950000,2023-02-22 10:07:00,AAVE,1619.6864883376961,-1619.6864883376961,2468.9048379184937
1677075923,76000000,2023-02-22 14:25:23,AAVE,1701.6468022317054,-1701.6468022317054,2468.9048379184937
1677091407,76050000,2023-02-22 18:43:27,AAVE,1772.923390097214,-1772.923390097214,2472.1032820344935
1677110681,76100000,2023-02-23 00:04:41,AAVE,1557.1724823087275,-1557.1724823087275,2520.0574384991874
1677131171,76150000,2023-02-23 05:46:11,AAVE,1374.740981794827,-1374.740981794827,2525.6973986712123
1677148336,76200000,2023-02-23 10:32:16,AAVE,1326.8359875632273,-1326.8359875632273,2525.6973986712123
1677161094,76250000,2023-02-23 14:04:54,AAVE,1381.671292573758,-1381.671292573758,2525.6973986712123
1677165325,76300000,2023-02-23 15:15:25,AAVE,1433.8892569858976,-1433.8892569858976,2525.6973986712123
1677174447,76350000,2023-02-23 17:47:27,AAVE,1504.8087420046618,-1504.8087420046618,2525.6973986712123
1677192857,76400000,2023-02-23 22:54:17,AAVE,1527.5137649412386,-1527.5137649412386,2525.6973986712123
1677208159,76450000,2023-02-24 03:09:19,AAVE,1450.3486769009828,-1450.3486769009828,2525.6973986712123
1677217332,76500000,2023-02-24 05:42:12,AAVE,1330.6698639055235,-1330.6698639055235,2549.0637235424306
1677223752,76550000,2023-02-24 07:29:12,AAVE,1325.584376807958,-1325.584376807958,2549.0637235424306
1677231328,76600000,2023-02-24 09:35:28,AAVE,1283.315291431572,-1283.315291431572,2562.8968144893192
1677240769,76650000,2023-02-24 12:12:49,AAVE,1202.818604761665,-1202.818604761665,2562.8968144893192
1677250104,76700000,2023-02-24 14:48:24,AAVE,766.6705756632223,-766.6705756632223,2562.8968144893192
1677258197,76750000,2023-02-24 17:03:17,AAVE,123.69117063305839,-123.69117063305839,2649.3972276927657
1677270854,76800000,2023-02-24 20:34:14,AAVE,163.37730813722555,-163.37730813722555,2649.3972276927657
1677287538,76850000,2023-02-25 01:12:18,AAVE,141.02592163550798,-141.02592163550798,2651.997164649747
1677302474,76900000,2023-02-25 05:21:14,AAVE,111.28900182821371,-111.28900182821371,2651.997164649747
1677316692,76950000,2023-02-25 09:18:12,AAVE,119.35592194455285,-119.35592194455285,2651.997164649747
1677330021,77000000,2023-02-25 13:00:21,AAVE,76.36636452880248,-76.36636452880248,2651.997164649747
1677344105,77050000,2023-02-25 16:55:05,AAVE,93.13719952107749,-93.13719952107749,2651.997164649747
1677359282,77100000,2023-02-25 21:08:02,AAVE,-72.27858532924165,72.27858532924165,2659.461549371822
1677379705,77150000,2023-02-26 02:48:25,AAVE,41.78098359736987,-41.78098359736987,2662.9855112162772
1677394847,77200000,2023-02-26 07:00:47,AAVE,61.73749139923757,-61.73749139923757,2672.042942112818
1677409893,77250000,2023-02-26 11:11:33,AAVE,44.15211827281473,-44.15211827281473,2675.843344451025
1677423326,77300000,2023-02-26 14:55:26,AAVE,66.2696899645357,-66.2696899645357,2675.843344451025
1677438671,77350000,2023-02-26 19:11:11,AAVE,75.92030421945992,-75.92030421945992,2679.196500210784
1677458792,77400000,2023-02-27 00:46:32,AAVE,129.71599009698957,-129.71599009698957,2685.864991051744
1677477338,77450000,2023-02-27 05:55:38,AAVE,122.72223683714856,-122.72223683714856,2685.864991051744
1677491675,77500000,2023-02-27 09:54:35,AAVE,105.8512619563403,-105.8512619563403,2685.864991051744
1677506332,77550000,2023-02-27 13:58:52,AAVE,140.5749032397266,-140.5749032397266,2685.864991051744
1677517832,77600000,2023-02-27 17:10:32,AAVE,-7.239479268307605,7.239479268307605,2728.2167976376822
1677540919,77650000,2023-02-27 23:35:19,AAVE,-58.342074591137134,58.342074591137134,2744.1187714423017
1677569346,77700000,2023-02-28 07:29:06,AAVE,-91.99523517359557,91.99523517359557,2744.1187714423017
1677589212,77750000,2023-02-28 13:00:12,AAVE,-70.13924317476858,70.13924317476858,2749.415628710353
1677608144,77800000,2023-02-28 18:15:44,AAVE,-61.42470397741499,61.42470397741499,2749.415628710353
1677630281,77850000,2023-03-01 00:24:41,AAVE,-165.70846373002405,165.70846373002405,2749.415628710353
1677652340,77900000,2023-03-01 06:32:20,AAVE,20.887282469595903,-20.887282469595903,2753.6750027101075
1677671139,77950000,2023-03-01 11:45:39,AAVE,-25.183802073881452,25.183802073881452,2773.5926313981677
1677686290,78000000,2023-03-01 15:58:10,AAVE,-139.0007676063119,139.0007676063119,2788.2204975080094
1677712186,78050000,2023-03-01 23:09:46,AAVE,-137.2543361106391,137.2543361106391,2828.1057294000507
1677731437,78100000,2023-03-02 04:30:37,AAVE,-140.55329345000655,140.55329345000655,2828.1057294000507
1677751141,78150000,2023-03-02 09:59:01,AAVE,-146.6163769923537,146.6163769923537,2828.1057294000507
1677769165,78200000,2023-03-02 14:59:25,AAVE,-279.8294449535506,279.8294449535506,2842.741498850038
1677792120,78250000,2023-03-02 21:22:00,AAVE,-269.0283191376193,269.0283191376193,2858.093552320018
1677809277,78300000,2023-03-03 02:07:57,AAVE,-801.2423277995772,801.2423277995772,2885.200679853859
1677830142,78350000,2023-03-03 07:55:42,AAVE,-753.8984943243981,753.8984943243981,2892.5535422514413
1677849981,78400000,2023-03-03 13:26:21,AAVE,-751.1565695332743,751.1565695332743,2892.5535422514413
1677873206,78450000,2023-03-03 19:53:26,AAVE,-738.2996574474819,738.2996574474819,2895.5521737633258
1677905302,78500000,2023-03-04 04:48:22,AAVE,-735.8578712446306,735.8578712446306,2895.5521737633258
1677930813,78550000,2023-03-04 11:53:33,AAVE,-753.3020654953348,753.3020654953348,2902.6061996488957
1677956995,78600000,2023-03-04 19:09:55,AAVE,-474.9491489962529,474.9491489962529,2957.6134087807914
1677980969,78650000,2023-03-05 01:49:29,AAVE,-2055.8578077942434,2055.8578077942434,3010.6992951337666
1678008455,78700000,2023-03-05 09:27:35,AAVE,-2275.9674113411897,2275.9674113411897,3041.27760026807
1678033810,78750000,2023-03-05 16:30:10,AAVE,-2221.141868811185,2221.141868811185,3094.341170449134
1678065580,78800000,2023-03-06 01:19:40,AAVE,-2523.3627030641433,2523.3627030641433,3227.1849911231543
1678092497,78850000,2023-03-06 08:48:17,AAVE,-2093.393665017226,2093.393665017226,3321.1002479854437
1678114208,78900000,2023-03-06 14:50:08,AAVE,-2017.3446163650556,2017.3446163650556,3379.716787590162
1678145706,78950000,2023-03-06 23:35:06,AAVE,-2035.4065973483666,2035.4065973483666,3387.747099997916
1678175136,79000000,2023-03-07 07:45:36,AAVE,-2296.399380401068,2296.399380401068,3433.8934153953596
1678195493,79050000,2023-03-07 13:24:53,AAVE,-2929.9283934806117,2929.9283934806117,3535.637835281468
1678208991,79100000,2023-03-07 17:09:51,AAVE,-5675.31537422843,5675.31537422843,3809.1399966034187
1678234645,79150000,2023-03-08 00:17:25,AAVE,-5734.090734945397,5734.090734945397,3814.2981068152926
1678258957,79200000,2023-03-08 07:02:37,AAVE,-5477.777937356891,5477.777937356891,3842.565588272125
1678277717,79250000,2023-03-08 12:15:17,AAVE,-5535.089774365402,5535.089774365402,3853.575812424821
1678290919,79300000,2023-03-08 15:55:19,AAVE,-5416.017736848446,5416.017736848446,3882.338954476191
1678312013,79350000,2023-03-08 21:46:53,AAVE,-5571.444411253609,5571.444411253609,3882.338954476191
1678325567,79400000,2023-03-09 01:32:47,AAVE,-5732.21197566073,5732.21197566073,3890.389287706823
1678345360,79450000,2023-03-09 07:02:40,AAVE,-5479.839541119583,5479.839541119583,3890.389287706823
1678359417,79500000,2023-03-09 10:56:57,AAVE,-5455.158672535974,5455.158672535974,3919.5929762756537
1678374964,79550000,2023-03-09 15:16:04,AAVE,-5571.504941121497,5571.504941121497,3919.5929762756537
1678390021,79600000,2023-03-09 19:27:01,AAVE,-5232.547621530095,5232.547621530095,3924.9650808868205
1678402505,79650000,2023-03-09 22:55:05,AAVE,-4807.790578492155,4807.790578492155,3965.233274730212
1678420122,79700000,2023-03-10 03:48:42,AAVE,-4662.641278762149,4662.641278762149,3986.976912227413
1678436852,79750000,2023-03-10 08:27:32,AAVE,-4680.692816906516,4680.692816906516,3991.378385760096
1678449852,79800000,2023-03-10 12:04:12,AAVE,-4648.258750082949,4648.258750082949,3993.378385760096
1678461426,79850000,2023-03-10 15:17:06,AAVE,-4688.3363261112045,4688.3363261112045,3993.378385760096
1678478499,79900000,2023-03-10 20:01:39,AAVE,-4726.988350007541,4726.988350007541,3996.4329860366383
1678497174,79950000,2023-03-11 01:12:54,AAVE,-4750.967207543974,4750.967207543974,4000.195835629595
1678511754,80000000,2023-03-11 05:15:54,AAVE,-4375.50254118607,4375.50254118607,4022.0809813669835
1678526325,80050000,2023-03-11 09:18:45,AAVE,-4001.4369323890724,4001.4369323890724,4095.9936322370677
1678545770,80100000,2023-03-11 14:42:50,AAVE,-3962.0351485874826,3962.0351485874826,4095.9936322370677
1678567643,80150000,2023-03-11 20:47:23,AAVE,-4052.299872730441,4052.299872730441,4095.9936322370677
1678592299,80200000,2023-03-12 03:38:19,AAVE,-4093.460083038298,4093.460083038298,4099.967294526544
1678613238,80250000,2023-03-12 09:27:18,AAVE,-4099.381454719256,4099.381454719256,4109.9764772659655
1678632296,80300000,2023-03-12 14:44:56,AAVE,-4139.287408666444,4139.287408666444,4117.334390513958
1678648813,80350000,2023-03-12 19:20:13,AAVE,-5147.852162596447,5147.852162596447,4159.636306905774
1678665621,80400000,2023-03-13 00:00:21,AAVE,-3108.5208126206417,3108.5208126206417,4422.170241462838
1678680872,80450000,2023-03-13 04:14:32,AAVE,-3165.711341484789,3165.711341484789,4590.500636052701
1678698223,80500000,2023-03-13 09:03:43,AAVE,-3679.936437619658,3679.936437619658,4594.244977611529
1678715064,80550000,2023-03-13 13:44:24,AAVE,-4191.9993700978075,4191.9993700978075,4607.6897408988
1678725550,80600000,2023-03-13 16:39:10,AAVE,-2427.985614097116,2427.985614097116,4607.6897408988
1678745824,80650000,2023-03-13 22:17:04,AAVE,-2919.025533281002,2919.025533281002,4730.010260610995
1678768112,80700000,2023-03-14 04:28:32,AAVE,-2930.0110122525366,2930.0110122525366,4778.86151469771
1678785277,80750000,2023-03-14 09:14:37,AAVE,-3090.7919425063556,3090.7919425063556,4783.168976551069
1678799245,80800000,2023-03-14 13:07:25,AAVE,-2130.648210473725,2130.648210473725,4799.796518843453
1678812433,80850000,2023-03-14 16:47:13,AAVE,-1820.0392773821104,1820.0392773821104,4799.796518843453
1678826729,80900000,2023-03-14 20:45:29,AAVE,-2213.8847226879434,2213.8847226879434,4799.796518843453
1678843343,80950000,2023-03-15 01:22:23,AAVE,-1907.6454401907781,1907.6454401907781,4851.759506933275
1678861290,81000000,2023-03-15 06:21:30,AAVE,-1906.1671964553384,1906.1671964553384,4851.759506933275
1678875033,81050000,2023-03-15 10:10:33,AAVE,-1889.9924578671757,1889.9924578671757,4851.759506933275
1678885756,81100000,2023-03-15 13:09:16,AAVE,-1857.7825296964575,1857.7825296964575,4851.759506933275
1678896059,81150000,2023-03-15 16:00:59,AAVE,-1790.8938350166936,1790.8938350166936,4851.759506933275
1678908084,81200000,2023-03-15 19:21:24,AAVE,-1783.1995332234856,1783.1995332234856,4851.759506933275
1678926815,81250000,2023-03-16 00:33:35,AAVE,-1791.1836755086129,1791.1836755086129,4851.759506933275
1678944925,81300000,2023-03-16 05:35:25,AAVE,-2064.8440357405243,2064.8440357405243,4889.384158985532
1678958755,81350000,2023-03-16 09:25:55,AAVE,-1969.2036140474756,1969.2036140474756,4915.868942017951
1678972652,81400000,2023-03-16 13:17:32,AAVE,-1971.9911785244149,1971.9911785244149,4915.868942017951
1678986519,81450000,2023-03-16 17:08:39,AAVE,-1995.4388680849133,1995.4388680849133,4915.868942017951
1679006005,81500000,2023-03-16 22:33:25,AAVE,-1981.700018692809,1981.700018692809,4915.868942017951
1679024600,81550000,2023-03-17 03:43:20,AAVE,-2044.0585118440413,2044.0585118440413,4936.704688245513
1679042070,81600000,2023-03-17 08:34:30,AAVE,-2043.8799106926194,2043.8799106926194,4951.153491537226
1679056678,81650000,2023-03-17 12:37:58,AAVE,-2043.4007998116758,2043.4007998116758,4951.153491537226
1679072942,81700000,2023-03-17 17:09:02,AAVE,-2043.8381504733497,2043.8381504733497,4951.153491537226
1679093608,81750000,2023-03-17 22:53:28,AAVE,-2115.0386237703733,2115.0386237703733,4956.222325251404
1679107850,81800000,2023-03-18 02:50:50,AAVE,-2132.607705647256,2132.607705647256,4956.222325251404
1679127300,81850000,2023-03-18 08:15:00,AAVE,-2122.5244815769593,2122.5244815769593,4956.222325251404
1679145471,81900000,2023-03-18 13:17:51,AAVE,-2166.4232892644586,2166.4232892644586,4956.222325251404
1679157862,81950000,2023-03-18 16:44:22,AAVE,-2103.6909961324254,2103.6909961324254,4961.256633524454
1679179428,82000000,2023-03-18 22:43:48,AAVE,-2071.3754083161957,2071.3754083161957,4961.256633524454
1679195623,82050000,2023-03-19 03:13:43,AAVE,-2096.6846211796446,2096.6846211796446,4964.106741005727
1679214246,82100000,2023-03-19 08:24:06,AAVE,-2065.375998632295,2065.375998632295,4964.106741005727
1679232665,82150000,2023-03-19 13:31:05,AAVE,-2080.647450468313,2080.647450468313,4964.106741005727
1679250382,82200000,2023-03-19 18:26:22,AAVE,-2350.4083454299453,2350.4083454299453,4998.237503014262
1679270743,82250000,2023-03-20 00:05:43,AAVE,-2590.4071301583317,2590.4071301583317,5006.018163597884
1679283336,82300000,2023-03-20 03:35:36,AAVE,-3050.550137383696,3050.550137383696,5075.674714132587
1679300049,82350000,2023-03-20 08:14:09,AAVE,-3239.7976598893656,3239.7976598893656,5075.674714132587
1679315994,82400000,2023-03-20 12:39:54,AAVE,-3160.816165643989,3160.816165643989,5075.674714132587
1679331378,82450000,2023-03-20 16:56:18,AAVE,-2997.2568346575517,2997.2568346575517,5075.674714132587
1679353596,82500000,2023-03-20 23:06:36,AAVE,-2989.9640237847343,2989.9640237847343,5083.239128351824
1679373983,82550000,2023-03-21 04:46:23,AAVE,-2984.634701266459,2984.634701266459,5083.239128351824
1679385285,82600000,2023-03-21 07:54:45,AAVE,-2956.9434860441825,2956.9434860441825,5083.239128351824
1679401708,82650000,2023-03-21 12:28:28,AAVE,-2989.4305328799182,2989.4305328799182,5083.239128351824
1679414994,82700000,2023-03-21 16:09:54,AAVE,-3016.767498230166,3016.767498230166,5083.239128351824
1679433114,82750000,2023-03-21 21:11:54,AAVE,-3017.56042499475,3017.56042499475,5083.239128351824
1679452160,82800000,2023-03-22 02:29:20,AAVE,-3021.592430446152,3021.592430446152,5083.239128351824
1679470739,82850000,2023-03-22 07:38:59,AAVE,-3016.2581009303985,3016.2581009303985,5083.239128351824
1679489446,82900000,2023-03-22 12:50:46,AAVE,-3006.7080794005933,3006.7080794005933,5083.239128351824
1679506405,82950000,2023-03-22 17:33:25,AAVE,-3067.2530198998184,3067.2530198998184,5088.440316133329
1679514949,83000000,2023-03-22 19:55:49,AAVE,-3086.0357584506096,3086.0357584506096,5094.591762314157
1679535715,83050000,2023-03-23 01:41:55,AAVE,-3134.890212626878,3134.890212626878,5094.591762314157
1679555535,83100000,2023-03-23 07:12:15,AAVE,-3204.01496859734,3204.01496859734,5094.591762314157
1679572228,83150000,2023-03-23 11:50:28,AAVE,-3219.7004086921065,3219.7004086921065,5094.591762314157
1679588817,83200000,2023-03-23 16:26:57,AAVE,-3261.05091796431,3261.05091796431,5094.591762314157
1679608820,83250000,2023-03-23 22:00:20,AAVE,-3187.8065460868315,3187.8065460868315,5094.591762314157
1679633345,83300000,2023-03-24 04:49:05,AAVE,-3208.2419611007435,3208.2419611007435,5100.605263326276
1679650115,83350000,2023-03-24 09:28:35,AAVE,-3208.657477276912,3208.657477276912,5100.605263326276
1679665038,83400000,2023-03-24 13:37:18,AAVE,-3209.108341875362,3209.108341875362,5100.605263326276
1679679899,83450000,2023-03-24 17:44:59,AAVE,-3236.0792047092527,3236.0792047092527,5103.803754044216
1679703296,83500000,2023-03-25 00:14:56,AAVE,-3235.867840565171,3235.867840565171,5103.803754044216
1679726954,83550000,2023-03-25 06:49:14,AAVE,-3243.3985313438125,3243.3985313438125,5103.803754044216
1679743882,83600000,2023-03-25 11:31:22,AAVE,-3261.3412456910273,3261.3412456910273,5111.573890233379
1679760506,83650000,2023-03-25 16:08:26,AAVE,-3231.144501780401,3231.144501780401,5111.573890233379
1679783788,83700000,2023-03-25 22:36:28,AAVE,-3313.0965536238605,3313.0965536238605,5111.573890233379
1679811027,83750000,2023-03-26 06:10:27,AAVE,-3276.3431337689713,3276.3431337689713,5111.573890233379
1679828079,83800000,2023-03-26 10:54:39,AAVE,-3257.2597341623023,3257.2597341623023,5111.573890233379
1679842265,83850000,2023-03-26 14:51:05,AAVE,-3219.160440535318,3219.160440535318,5111.573890233379
1679861746,83900000,2023-03-26 20:15:46,AAVE,-3212.681159294339,3212.681159294339,5115.511451676938
1679885208,83950000,2023-03-27 02:46:48,AAVE,-3261.5135401495118,3261.5135401495118,5119.408383511001
1679904687,84000000,2023-03-27 08:11:27,AAVE,-3281.207279215995,3281.207279215995,5119.408383511001
1679921287,84050000,2023-03-27 12:48:07,AAVE,-3292.4965308534474,3292.4965308534474,5119.408383511001
1679932941,84100000,2023-03-27 16:02:21,AAVE,-3524.966972461577,3524.966972461577,5146.909575127957
1679953069,84150000,2023-03-27 21:37:49,AAVE,-3535.399876495189,3535.399876495189,5150.699188933315
1679976604,84200000,2023-03-28 04:10:04,AAVE,-3512.4481204767485,3512.4481204767485,5150.699188933315
1679989891,84250000,2023-03-28 07:51:31,AAVE,-3533.4056018243336,3533.4056018243336,5150.699188933315
1680002453,84300000,2023-03-28 11:20:53,AAVE,-3528.401610893471,3528.401610893471,5150.699188933315
1680013736,84350000,2023-03-28 14:28:56,AAVE,-3546.696417863689,3546.696417863689,5150.699188933315
1680029430,84400000,2023-03-28 18:50:30,AAVE,-3551.8801910940165,3551.8801910940165,5153.259511985414
1680052330,84450000,2023-03-29 01:12:10,AAVE,-3581.757325270454,3581.757325270454,5169.657717025868
1680070484,84500000,2023-03-29 06:14:44,AAVE,-3615.71878557517,3615.71878557517,5169.657717025868
1680083020,84550000,2023-03-29 09:43:40,AAVE,-3705.8382298316706,3705.8382298316706,5169.657717025868
1680096826,84600000,2023-03-29 13:33:46,AAVE,-3692.915171812454,3692.915171812454,5169.657717025868
1680113832,84650000,2023-03-29 18:17:12,AAVE,-3682.532622084201,3682.532622084201,5169.657717025868
1680136866,84700000,2023-03-30 00:41:06,AAVE,-3727.0113321036756,3727.0113321036756,5176.389083752296
1680151063,84750000,2023-03-30 04:37:43,AAVE,-3713.6727962520727,3713.6727962520727,5176.389083752296
1680165855,84800000,2023-03-30 08:44:15,AAVE,-3690.236552263124,3690.236552263124,5176.389083752296
1680180496,84850000,2023-03-30 12:48:16,AAVE,-3704.4996477896307,3704.4996477896307,5176.389083752296
1680192455,84900000,2023-03-30 16:07:35,AAVE,-3607.45482946074,3607.45482946074,5178.628742029151
1680207581,84950000,2023-03-30 20:19:41,AAVE,-3619.21401111454,3619.21401111454,5178.628742029151
1680226552,85000000,2023-03-31 01:35:52,AAVE,-3659.0510264479635,3659.0510264479635,5178.628742029151
1680241995,85050000,2023-03-31 05:53:15,AAVE,-3675.415946577269,3675.415946577269,5182.444112497924
1680252699,85100000,2023-03-31 08:51:39,AAVE,-3668.3614589244726,3668.3614589244726,5182.444112497924
1680265577,85150000,2023-03-31 12:26:17,AAVE,-3664.729973405326,3664.729973405326,5182.444112497924
1680277713,85200000,2023-03-31 15:48:33,AAVE,-3701.979417470151,3701.979417470151,5182.444112497924
1680300538,85250000,2023-03-31 22:08:58,AAVE,-3707.3902677136793,3707.3902677136793,5182.444112497924
1680324513,85300000,2023-04-01 04:48:33,AAVE,-3715.1855743148526,3715.1855743148526,5182.444112497924
1680340746,85350000,2023-04-01 09:19:06,AAVE,-3703.220044791986,3703.220044791986,5182.444112497924
1680357618,85400000,2023-04-01 14:00:18,AAVE,-3709.6607950168445,3709.6607950168445,5182.444112497924
1680378009,85450000,2023-04-01 19:40:09,AAVE,-3705.5592104536117,3705.5592104536117,5182.444112497924
1680405759,85500000,2023-04-02 03:22:39,AAVE,-3706.799070445585,3706.799070445585,5182.444112497924
1680426028,85550000,2023-04-02 09:00:28,AAVE,-3707.7922351214584,3707.7922351214584,5185.335300981034
1680441205,85600000,2023-04-02 13:13:25,AAVE,-3688.829267232836,3688.829267232836,5185.335300981034
1680454058,85650000,2023-04-02 16:47:38,AAVE,-3675.6629115496753,3675.6629115496753,5185.335300981034
1680474032,85700000,2023-04-02 22:20:32,AAVE,-3661.6356741726913,3661.6356741726913,5185.335300981034
1680496650,85750000,2023-04-03 04:37:30,AAVE,-3669.1458062091624,3669.1458062091624,5185.335300981034
1680512052,85800000,2023-04-03 08:54:12,AAVE,-3719.70153509394,3719.70153509394,5185.335300981034
1680527099,85850000,2023-04-03 13:04:59,AAVE,-3707.1656902134955,3707.1656902134955,5185.335300981034
1680541365,85900000,2023-04-03 17:02:45,AAVE,-3692.9627797170124,3692.9627797170124,5185.335300981034
1680555885,85950000,2023-04-03 21:04:45,AAVE,-3662.8662235879046,3662.8662235879046,5185.335300981034
1680578491,86000000,2023-04-04 03:21:31,AAVE,-3701.153190824046,3701.153190824046,5185.335300981034
